O59825.1	O59825.1	100.000	325	0	0	1	325	1	325	0.0	669
O59825.1	Q13569.2	36.585	164	97	5	138	298	120	279	5.62e-26	109
O59825.1	P56581.2	36.585	164	97	5	138	298	131	290	6.68e-26	109
O59825.1	Q6D9D7.1	28.947	152	98	3	142	293	2	143	2.60e-16	78.6
O59825.1	P43343.1	30.667	150	94	3	144	293	2	141	9.15e-16	76.6
O59825.1	C6DKG5.1	29.605	152	97	3	142	293	2	143	1.24e-15	76.6
O59825.1	A8GJV5.1	29.333	150	96	3	144	293	2	141	5.30e-14	72.0
O59825.1	A8A4M5.1	31.356	118	78	2	142	259	2	116	1.66e-13	70.9
O59825.1	B7LQE3.1	32.203	118	77	2	142	259	2	116	3.11e-13	70.1
O59825.1	B5YRA8.1	31.356	118	78	2	142	259	2	116	4.06e-13	69.7
O59825.1	A1AFY9.1	31.356	118	78	2	142	259	2	116	5.00e-13	69.3
O59825.1	B1LF61.1	31.356	118	78	2	142	259	2	116	5.58e-13	69.3
O59825.1	A7ZRV0.1	31.356	118	78	2	142	259	2	116	6.94e-13	68.9
O59825.1	Q32BP9.1	30.508	118	79	2	142	259	2	116	2.32e-12	67.4
O59825.1	A6TE50.1	28.205	156	94	4	142	293	2	143	7.94e-12	65.9
O59825.1	A8APW0.1	29.299	157	91	4	142	293	2	143	1.10e-11	65.5
O59825.1	B5XU18.1	28.205	156	94	4	142	293	2	143	1.12e-11	65.5
O59825.1	A4WEK3.1	31.667	120	71	3	144	259	4	116	2.82e-11	64.3
O59825.1	B5REH0.1	31.707	123	71	3	142	259	2	116	1.06e-10	62.8
O59825.1	A9MPV1.1	31.707	123	71	3	142	259	2	116	1.10e-10	62.8
O59825.1	B5FHU7.1	31.707	123	71	3	142	259	2	116	1.13e-10	62.8
O59825.1	A9N5Z1.1	27.966	118	82	2	142	259	2	116	4.02e-10	61.2
O59825.1	Q57JP7.1	30.894	123	72	3	142	259	2	116	1.10e-09	60.1
O59825.1	A7MJU3.1	26.761	142	94	3	152	293	12	143	1.48e-09	59.7
O59825.1	Q46EH7.1	40.476	42	25	0	140	181	4	45	0.053	37.4
O59825.1	O59825.1	100.000	325	0	0	1	325	1	325	0.0	565
O59825.1	B1LF61.1	28.289	152	99	3	142	293	2	143	4.35e-77	236
O59825.1	A1AFY9.1	28.289	152	99	3	142	293	2	143	4.35e-77	236
O59825.1	A8A4M5.1	28.289	152	99	3	142	293	2	143	4.96e-77	236
O59825.1	A6TE50.1	27.632	152	100	3	142	293	2	143	1.51e-76	235
O59825.1	A4WEK3.1	26.974	152	101	3	142	293	2	143	1.79e-76	234
O59825.1	A7ZRV0.1	28.289	152	99	3	142	293	2	143	2.46e-76	234
O59825.1	Q32BP9.1	27.632	152	100	3	142	293	2	143	5.50e-76	233
O59825.1	B5XU18.1	27.632	152	100	3	142	293	2	143	6.20e-76	233
O59825.1	B5YRA8.1	28.289	152	99	3	142	293	2	143	7.22e-76	233
O59825.1	A8APW0.1	26.974	152	101	3	142	293	2	143	9.37e-76	232
O59825.1	B7LQE3.1	28.947	152	98	3	142	293	2	143	3.94e-75	231
O59825.1	A7MJU3.1	25.658	152	103	3	142	293	2	143	4.12e-75	231
O59825.1	B5FHU7.1	26.974	152	101	3	142	293	2	143	5.96e-75	230
O59825.1	A9MPV1.1	26.974	152	101	3	142	293	2	143	5.96e-75	230
O59825.1	A9N5Z1.1	26.316	152	102	3	142	293	2	143	2.76e-74	229
O59825.1	B5REH0.1	26.316	152	102	3	142	293	2	143	4.18e-74	228
O59825.1	Q57JP7.1	26.316	152	102	3	142	293	2	143	1.28e-73	227
O59825.1	P43343.1	30.667	150	94	3	144	293	2	141	5.55e-73	225
O59825.1	Q6D9D7.1	28.947	152	98	3	142	293	2	143	1.86e-72	224
O59825.1	A8GJV5.1	29.333	150	96	3	144	293	2	141	3.00e-72	223
O59825.1	C6DKG5.1	29.605	152	97	3	142	293	2	143	3.15e-71	221
O59825.1	Q13569.2	35.519	183	103	6	127	298	101	279	3.25e-67	219
O59825.1	P56581.2	35.754	179	106	6	125	298	116	290	8.15e-67	218
O59825.1	Q8TTH3.1	19.459	185	116	6	138	317	2	158	0.001	42.4
O59825.1	Q46EH7.1	40.476	42	25	0	140	181	4	45	0.025	38.6

Search has CONVERGED!
